Year,Age,Sex,Country,Population
2099, 45-49,Total,United Kingdom,4458744.0
2099, 50-54,Total,United Kingdom,4581613.0
2099, 55-59,Total,United Kingdom,4549906.0
2099, 60-64,Total,United Kingdom,4369220.0
2099, 65-69,Total,United Kingdom,4216958.0
2099, 70-74,Total,United Kingdom,4094577.0
2099, 75-79,Total,United Kingdom,3923896.0
2099, 80-84,Total,United Kingdom,3881798.0
2099, 85-89,Total,United Kingdom,3314403.0
2099, 90-94,Total,United Kingdom,2193663.0
2099, 95-99,Total,United Kingdom,976213.0
2099, 100 & over,Total,United Kingdom,259115.0
2099,All ages,Total,United Kingdom,75995072.0
2100,  0-4,Total,United Kingdom,3314045.0
2100,  5-9,Total,United Kingdom,3440420.0
2100, 10-14,Total,United Kingdom,3569436.0
2100, 15-19,Total,United Kingdom,3744057.0
2100, 20-24,Total,United Kingdom,4056986.0
2100, 25-29,Total,United Kingdom,4232535.0
2100, 30-34,Total,United Kingdom,4252237.0
2100, 35-39,Total,United Kingdom,4245720.0
2100, 40-44,Total,United Kingdom,4297137.0
2100, 45-49,Total,United Kingdom,4431454.0
2100, 50-54,Total,United Kingdom,4567831.0
2100, 55-59,Total,United Kingdom,4569760.0
2100, 60-64,Total,United Kingdom,4401682.0
2100, 65-69,Total,United Kingdom,4226132.0
2100, 70-74,Total,United Kingdom,4093546.0
2100, 75-79,Total,United Kingdom,3896669.0
2100, 80-84,Total,United Kingdom,3836195.0
2100, 85-89,Total,United Kingdom,3328027.0
2100, 90-94,Total,United Kingdom,2250082.0
2100, 95-99,Total,United Kingdom,998282.0
2100, 100 & over,Total,United Kingdom,263423.0
2100,All ages,Total,United Kingdom,76015656.0
2101,  0-4,Total,United Kingdom,3316293.0
2101,  5-9,Total,United Kingdom,3435847.0
2101, 10-14,Total,United Kingdom,3558343.0
2101, 15-19,Total,United Kingdom,3733489.0
2101, 20-24,Total,United Kingdom,4055574.0
2101, 25-29,Total,United Kingdom,4241411.0
2101, 30-34,Total,United Kingdom,4263367.0
2101, 35-39,Total,United Kingdom,4248152.0
2101, 40-44,Total,United Kingdom,4283351.0
2101, 45-49,Total,United Kingdom,4404717.0
2101, 50-54,Total,United Kingdom,4549565.0
2101, 55-59,Total,United Kingdom,4582931.0
2101, 60-64,Total,United Kingdom,4435520.0
2101, 65-69,Total,United Kingdom,4239443.0
2101, 70-74,Total,United Kingdom,4094288.0
2101, 75-79,Total,United Kingdom,3893685.0
2101, 80-84,Total,United Kingdom,3761961.0
2101, 85-89,Total,United Kingdom,3335788.0
2101, 90-94,Total,United Kingdom,2303594.0
2101, 95-99,Total,United Kingdom,1030375.0
2101, 100 & over,Total,United Kingdom,267320.0
2101,All ages,Total,United Kingdom,76035014.0
2102,  0-4,Total,United Kingdom,3319421.0
2102,  5-9,Total,United Kingdom,3432822.0
2102, 10-14,Total,United Kingdom,3548192.0
2102, 15-19,Total,United Kingdom,3722051.0
2102, 20-24,Total,United Kingdom,4051907.0
2102, 25-29,Total,United Kingdom,4248650.0
2102, 30-34,Total,United Kingdom,4274933.0
2102, 35-39,Total,United Kingdom,4253272.0
2102, 40-44,Total,United Kingdom,4272879.0
2102, 45-49,Total,United Kingdom,4379384.0
2102, 50-54,Total,United Kingdom,4527629.0
2102, 55-59,Total,United Kingdom,4589544.0
2102, 60-64,Total,United Kingdom,4467816.0
2102, 65-69,Total,United Kingdom,4258019.0
2102, 70-74,Total,United Kingdom,4097187.0
2102, 75-79,Total,United Kingdom,3897957.0
2102, 80-84,Total,United Kingdom,3693573.0
2102, 85-89,Total,United Kingdom,3322275.0
2102, 90-94,Total,United Kingdom,2357851.0
2102, 95-99,Total,United Kingdom,1067656.0
2102, 100 & over,Total,United Kingdom,270114.0
2102,All ages,Total,United Kingdom,76053132.0
2103,  0-4,Total,United Kingdom,3323221.0
2103,  5-9,Total,United Kingdom,3431309.0
2103, 10-14,Total,United Kingdom,3539212.0
2103, 15-19,Total,United Kingdom,3710136.0
2103, 20-24,Total,United Kingdom,4046112.0
2103, 25-29,Total,United Kingdom,4253971.0
2103, 30-34,Total,United Kingdom,4286509.0
2103, 35-39,Total,United Kingdom,4260589.0
2103, 40-44,Total,United Kingdom,4265801.0
2103, 45-49,Total,United Kingdom,4356303.0
2103, 50-54,Total,United Kingdom,4502929.0
2103, 55-59,Total,United Kingdom,4589300.0
2103, 60-64,Total,United Kingdom,4497321.0
2103, 65-69,Total,United Kingdom,4281947.0
2103, 70-74,Total,United Kingdom,4102332.0000000005
2103, 75-79,Total,United Kingdom,3904066.0
2103, 80-84,Total,United Kingdom,3635880.0
2103, 85-89,Total,United Kingdom,3309492.0
2103, 90-94,Total,United Kingdom,2388420.0
2103, 95-99,Total,United Kingdom,1109942.0
2103, 100 & over,Total,United Kingdom,275236.0
2103,All ages,Total,United Kingdom,76070028.0
2104,  0-4,Total,United Kingdom,3327453.0
2104,  5-9,Total,United Kingdom,3431200.0
2104, 10-14,Total,United Kingdom,3531605.0
2104, 15-19,Total,United Kingdom,3698122.0
2104, 20-24,Total,United Kingdom,4038435.0
2104, 25-29,Total,United Kingdom,4257158.0
2104, 30-34,Total,United Kingdom,4297614.0
2104, 35-39,Total,United Kingdom,4269678.0
2104, 40-44,Total,United Kingdom,4262054.0
2104, 45-49,Total,United Kingdom,4336194.0
2104, 50-54,Total,United Kingdom,4476524.0
2104, 55-59,Total,United Kingdom,4581972.0
2104, 60-64,Total,United Kingdom,4523132.0
2104, 65-69,Total,United Kingdom,4310784.0
2104, 70-74,Total,United Kingdom,4109859.0000000005
2104, 75-79,Total,United Kingdom,3906541.0
2104, 80-84,Total,United Kingdom,3597742.0
2104, 85-89,Total,United Kingdom,3290116.0
2104, 90-94,Total,United Kingdom,2411429.0
2104, 95-99,Total,United Kingdom,1145135.0
2104, 100 & over,Total,United Kingdom,283046.0
2104,All ages,Total,United Kingdom,76085793.0
2105,  0-4,Total,United Kingdom,3331899.0
2105,  5-9,Total,United Kingdom,3432361.0
2105, 10-14,Total,United Kingdom,3525471.0
2105, 15-19,Total,United Kingdom,3686425.0
2105, 20-24,Total,United Kingdom,4029131.0
2105, 25-29,Total,United Kingdom,4258081.0
2105, 30-34,Total,United Kingdom,4307826.0
2105, 35-39,Total,United Kingdom,4280037.0
2105, 40-44,Total,United Kingdom,4261571.0
2105, 45-49,Total,United Kingdom,4319324.0
2105, 50-54,Total,United Kingdom,4449670.0
2105, 55-59,Total,United Kingdom,4568704.0
2105, 60-64,Total,United Kingdom,4543377.0
2105, 65-69,Total,United Kingdom,4343635.0
2105, 70-74,Total,United Kingdom,4120238.9999999995
2105, 75-79,Total,United Kingdom,3907912.0
2105, 80-84,Total,United Kingdom,3577260.0
2105, 85-89,Total,United Kingdom,3257084.0
2105, 90-94,Total,United Kingdom,2428484.0
2105, 95-99,Total,United Kingdom,1179914.0
2105, 100 & over,Total,United Kingdom,292280.0
2105,All ages,Total,United Kingdom,76100685.0
2106,  0-4,Total,United Kingdom,3336324.0
2106,  5-9,Total,United Kingdom,3434616.0
2106, 10-14,Total,United Kingdom,3520900.0
2106, 15-19,Total,United Kingdom,3675342.0
2106, 20-24,Total,United Kingdom,4018581.0
2106, 25-29,Total,United Kingdom,4256711.0
2106, 30-34,Total,United Kingdom,4316743.0
2106, 35-39,Total,United Kingdom,4291226.0
2106, 40-44,Total,United Kingdom,4264126.0
2106, 45-49,Total,United Kingdom,4305780.0
2106, 50-54,Total,United Kingdom,4423357.0
2106, 55-59,Total,United Kingdom,4550970.0
2106, 60-64,Total,United Kingdom,4557015.0
2106, 65-69,Total,United Kingdom,4377829.0
2106, 70-74,Total,United Kingdom,4134638.0
2106, 75-79,Total,United Kingdom,3910942.0
2106, 80-84,Total,United Kingdom,3578433.0
2106, 85-89,Total,United Kingdom,3199914.0
2106, 90-94,Total,United Kingdom,2442725.0
2106, 95-99,Total,United Kingdom,1214395.0
2106, 100 & over,Total,United Kingdom,304470.0
2106,All ages,Total,United Kingdom,76115037.0
2107,  0-4,Total,United Kingdom,3340534.0
2107,  5-9,Total,United Kingdom,3437745.0
2107, 10-14,Total,United Kingdom,3517881.0
2107, 15-19,Total,United Kingdom,3665196.0
2107, 20-24,Total,United Kingdom,4007171.0
2107, 25-29,Total,United Kingdom,4253071.0
2107, 30-34,Total,United Kingdom,4324030.0
2107, 35-39,Total,United Kingdom,4302847.0
2107, 40-44,Total,United Kingdom,4269354.0
2107, 45-49,Total,United Kingdom,4295537.0
2107, 50-54,Total,United Kingdom,4398426.0
2107, 55-59,Total,United Kingdom,4529601.0
2107, 60-64,Total,United Kingdom,4564170.0
2107, 65-69,Total,United Kingdom,4410493.0
2107, 70-74,Total,United Kingdom,4154160.0
2107, 75-79,Total,United Kingdom,3916008.0
2107, 80-84,Total,United Kingdom,3586023.0
2107, 85-89,Total,United Kingdom,3147873.0
2107, 90-94,Total,United Kingdom,2441919.0
2107, 95-99,Total,United Kingdom,1249889.0
2107, 100 & over,Total,United Kingdom,317367.0
2107,All ages,Total,United Kingdom,76129295.0
2108,  0-4,Total,United Kingdom,3344318.0
2108,  5-9,Total,United Kingdom,3441548.0
2108, 10-14,Total,United Kingdom,3516373.0
2108, 15-19,Total,United Kingdom,3656228.0
2108, 20-24,Total,United Kingdom,3995281.0
2108, 25-29,Total,United Kingdom,4247307.0
2108, 30-34,Total,United Kingdom,4329390.0
2108, 35-39,Total,United Kingdom,4314484.0
2108, 40-44,Total,United Kingdom,4276773.0
2108, 45-49,Total,United Kingdom,4288674.0
2108, 50-54,Total,United Kingdom,4375736.0
2108, 55-59,Total,United Kingdom,4505474.0
2108, 60-64,Total,United Kingdom,4564540.0
2108, 65-69,Total,United Kingdom,4440418.0
2108, 70-74,Total,United Kingdom,4178881.0000000005
2108, 75-79,Total,United Kingdom,3923197.0
2108, 80-84,Total,United Kingdom,3595186.0
2108, 85-89,Total,United Kingdom,3105273.0
2108, 90-94,Total,United Kingdom,2440540.0
2108, 95-99,Total,United Kingdom,1272130.0
2108, 100 & over,Total,United Kingdom,332222.0
2108,All ages,Total,United Kingdom,76143973.0
2109,  0-4,Total,United Kingdom,3347510.0
2109,  5-9,Total,United Kingdom,3445787.0
2109, 10-14,Total,United Kingdom,3516269.0
2109, 15-19,Total,United Kingdom,3648632.0
2109, 20-24,Total,United Kingdom,3983286.0
2109, 25-29,Total,United Kingdom,4239669.0
2109, 30-34,Total,United Kingdom,4332623.0
2109, 35-39,Total,United Kingdom,4325650.0
2109, 40-44,Total,United Kingdom,4285959.0
2109, 45-49,Total,United Kingdom,4285122.0
2109, 50-54,Total,United Kingdom,4355996.0
2109, 55-59,Total,United Kingdom,4479656.0
2109, 60-64,Total,United Kingdom,4557901.0
2109, 65-69,Total,United Kingdom,4466715.0
2109, 70-74,Total,United Kingdom,4208369.0
2109, 75-79,Total,United Kingdom,3932645.0
2109, 80-84,Total,United Kingdom,3601042.0
2109, 85-89,Total,United Kingdom,3079599.0
2109, 90-94,Total,United Kingdom,2433299.0
2109, 95-99,Total,United Kingdom,1289174.0
2109, 100 & over,Total,United Kingdom,344733.0
2109,All ages,Total,United Kingdom,76159636.0
2110,  0-4,Total,United Kingdom,3349974.0
2110,  5-9,Total,United Kingdom,3450242.0
2110, 10-14,Total,United Kingdom,3517432.0
2110, 15-19,Total,United Kingdom,3642510.0
2110, 20-24,Total,United Kingdom,3971614.0
2110, 25-29,Total,United Kingdom,4230398.0
2110, 30-34,Total,United Kingdom,4333591.0
2110, 35-39,Total,United Kingdom,4335926.0
2110, 40-44,Total,United Kingdom,4296413.0
2110, 45-49,Total,United Kingdom,4284821.0
2110, 50-54,Total,United Kingdom,4339475.0
2110, 55-59,Total,United Kingdom,4453367.0
2110, 60-64,Total,United Kingdom,4545383.0
2110, 65-69,Total,United Kingdom,4487542.0
2110, 70-74,Total,United Kingdom,4241748.0
2110, 75-79,Total,United Kingdom,3944799.0
2110, 80-84,Total,United Kingdom,3605902.0
2110, 85-89,Total,United Kingdom,3068835.0
2110, 90-94,Total,United Kingdom,2415807.0
2110, 95-99,Total,United Kingdom,1303737.0
2110, 100 & over,Total,United Kingdom,357365.0
2110,All ages,Total,United Kingdom,76176881.0
2111,  0-4,Total,United Kingdom,3351600.0
2111,  5-9,Total,United Kingdom,3454671.0
2111, 10-14,Total,United Kingdom,3519696.0
2111, 15-19,Total,United Kingdom,3637949.0
2111, 20-24,Total,United Kingdom,3960559.0
2111, 25-29,Total,United Kingdom,4219880.0
2111, 30-34,Total,United Kingdom,4332261.0
2111, 35-39,Total,United Kingdom,4344908.0
2111, 40-44,Total,United Kingdom,4307691.0
2111, 45-49,Total,United Kingdom,4287549.0
2111, 50-54,Total,United Kingdom,4326254.0
2111, 55-59,Total,United Kingdom,4427614.0
2111, 60-64,Total,United Kingdom,4528434.0
2111, 65-69,Total,United Kingdom,4501865.0
2111, 70-74,Total,United Kingdom,4276427.0
2111, 75-79,Total,United Kingdom,3960784.0
2111, 80-84,Total,United Kingdom,3612271.0
2111, 85-89,Total,United Kingdom,3075747.0
2111, 90-94,Total,United Kingdom,2380713.0
2111, 95-99,Total,United Kingdom,1318554.0
2111, 100 & over,Total,United Kingdom,370855.0
2111,All ages,Total,United Kingdom,76196282.0
2112,  0-4,Total,United Kingdom,3352319.0
2112,  5-9,Total,United Kingdom,3458884.0
2112, 10-14,Total,United Kingdom,3522832.0
2112, 15-19,Total,United Kingdom,3634943.0
2112, 20-24,Total,United Kingdom,3950437.0
2112, 25-29,Total,United Kingdom,4208506.0
2112, 30-34,Total,United Kingdom,4328670.0
2112, 35-39,Total,United Kingdom,4352253.0
2112, 40-44,Total,United Kingdom,4319407.0
2112, 45-49,Total,United Kingdom,4292934.0
2112, 50-54,Total,United Kingdom,4316314.0
2112, 55-59,Total,United Kingdom,4403229.0
2112, 60-64,Total,United Kingdom,4507873.0
2112, 65-69,Total,United Kingdom,4509806.0
2112, 70-74,Total,United Kingdom,4309604.0
2112, 75-79,Total,United Kingdom,3981683.0
2112, 80-84,Total,United Kingdom,3620486.0
2112, 85-89,Total,United Kingdom,3087814.0
2112, 90-94,Total,United Kingdom,2349776.0
2112, 95-99,Total,United Kingdom,1325659.0
2112, 100 & over,Total,United Kingdom,384946.0
2112,All ages,Total,United Kingdom,76218375.0
2113,  0-4,Total,United Kingdom,3352087.0
2113,  5-9,Total,United Kingdom,3462667.0
2113, 10-14,Total,United Kingdom,3526642.0
2113, 15-19,Total,United Kingdom,3633439.0
2113, 20-24,Total,United Kingdom,3941494.0
2113, 25-29,Total,United Kingdom,4196652.0
2113, 30-34,Total,United Kingdom,4322956.0
2113, 35-39,Total,United Kingdom,4357674.0
2113, 40-44,Total,United Kingdom,4331131.0
2113, 45-49,Total,United Kingdom,4300501.0
2113, 50-54,Total,United Kingdom,4309731.0
2113, 55-59,Total,United Kingdom,4381054.0
2113, 60-64,Total,United Kingdom,4484579.0
2113, 65-69,Total,United Kingdom,4511062.0
2113, 70-74,Total,United Kingdom,4340122.0
2113, 75-79,Total,United Kingdom,4007539.0
2113, 80-84,Total,United Kingdom,3630639.0
2113, 85-89,Total,United Kingdom,3101064.0
2113, 90-94,Total,United Kingdom,2326495.0
2113, 95-99,Total,United Kingdom,1331285.0
2113, 100 & over,Total,United Kingdom,394786.0
2113,All ages,Total,United Kingdom,76243599.0
2114,  0-4,Total,United Kingdom,3350902.0
2114,  5-9,Total,United Kingdom,3465870.0
2114, 10-14,Total,United Kingdom,3530882.0
2114, 15-19,Total,United Kingdom,3633341.0
2114, 20-24,Total,United Kingdom,3933920.0
2114, 25-29,Total,United Kingdom,4184691.0
2114, 30-34,Total,United Kingdom,4315371.0
2114, 35-39,Total,United Kingdom,4360969.0
2114, 40-44,Total,United Kingdom,4342385.0
2114, 45-49,Total,United Kingdom,4309836.0
2114, 50-54,Total,United Kingdom,4306446.0
2114, 55-59,Total,United Kingdom,4361803.0
2114, 60-64,Total,United Kingdom,4459602.0
2114, 65-69,Total,United Kingdom,4505421.0
2114, 70-74,Total,United Kingdom,4367091.0
2114, 75-79,Total,United Kingdom,4037955.0
2114, 80-84,Total,United Kingdom,3642861.0
2114, 85-89,Total,United Kingdom,3111558.0
2114, 90-94,Total,United Kingdom,2316347.0
2114, 95-99,Total,United Kingdom,1332741.0
2114, 100 & over,Total,United Kingdom,402328.0
2114,All ages,Total,United Kingdom,76272320.0
2115,  0-4,Total,United Kingdom,3348800.0
2115,  5-9,Total,United Kingdom,3468338.0
2115, 10-14,Total,United Kingdom,3535339.0
2115, 15-19,Total,United Kingdom,3634513.0
2115, 20-24,Total,United Kingdom,3927821.0
2115, 25-29,Total,United Kingdom,4173044.0
2115, 30-34,Total,United Kingdom,4306154.0
2115, 35-39,Total,United Kingdom,4362008.0
2115, 40-44,Total,United Kingdom,4352750.0
2115, 45-49,Total,United Kingdom,4320422.0
2115, 50-54,Total,United Kingdom,4306390.0
2115, 55-59,Total,United Kingdom,4345748.0
2115, 60-64,Total,United Kingdom,4434145.0
2115, 65-69,Total,United Kingdom,4493982.0
2115, 70-74,Total,United Kingdom,4388735.0
2115, 75-79,Total,United Kingdom,4072067.0
2115, 80-84,Total,United Kingdom,3657567.0
2115, 85-89,Total,United Kingdom,3121230.0
2115, 90-94,Total,United Kingdom,2317252.0
2115, 95-99,Total,United Kingdom,1328589.0
2115, 100 & over,Total,United Kingdom,409790.0
2115,All ages,Total,United Kingdom,76304684.0
2116,  0-4,Total,United Kingdom,3345833.0
2116,  5-9,Total,United Kingdom,3469971.0
2116, 10-14,Total,United Kingdom,3539773.0
2116, 15-19,Total,United Kingdom,3636786.0
2116, 20-24,Total,United Kingdom,3923272.0
2116, 25-29,Total,United Kingdom,4162033.0000000005
2116, 30-34,Total,United Kingdom,4295687.0
2116, 35-39,Total,United Kingdom,4360739.0
2116, 40-44,Total,United Kingdom,4361824.0
2116, 45-49,Total,United Kingdom,4331837.0
2116, 50-54,Total,United Kingdom,4309352.0
2116, 55-59,Total,United Kingdom,4332960.0
2116, 60-64,Total,United Kingdom,4409201.0
2116, 65-69,Total,United Kingdom,4478171.0
2116, 70-74,Total,United Kingdom,4404029.0
2116, 75-79,Total,United Kingdom,4107410.0
2116, 80-84,Total,United Kingdom,3675822.0
2116, 85-89,Total,United Kingdom,3132185.0
2116, 90-94,Total,United Kingdom,2330262.0
2116, 95-99,Total,United Kingdom,1315138.0
2116, 100 & over,Total,United Kingdom,418443.0
2116,All ages,Total,United Kingdom,76340728.0
2117,  0-4,Total,United Kingdom,3342101.0
2117,  5-9,Total,United Kingdom,3470702.0
2117, 10-14,Total,United Kingdom,3543985.0
2117, 15-19,Total,United Kingdom,3639923.0
2117, 20-24,Total,United Kingdom,3920287.0
2117, 25-29,Total,United Kingdom,4151937.0
2117, 30-34,Total,United Kingdom,4284371.0
2117, 35-39,Total,United Kingdom,4357221.0
2117, 40-44,Total,United Kingdom,4369262.0
2117, 45-49,Total,United Kingdom,4343683.0
2117, 50-54,Total,United Kingdom,4314957.0
2117, 55-59,Total,United Kingdom,4323419.0
2117, 60-64,Total,United Kingdom,4385611.0
2117, 65-69,Total,United Kingdom,4458793.0
2117, 70-74,Total,United Kingdom,4413089.0
2117, 75-79,Total,United Kingdom,4141307.0
2117, 80-84,Total,United Kingdom,3698654.0
2117, 85-89,Total,United Kingdom,3144721.0
2117, 90-94,Total,United Kingdom,2346697.0
2117, 95-99,Total,United Kingdom,1304725.0
2117, 100 & over,Total,United Kingdom,424884.0
2117,All ages,Total,United Kingdom,76380329.0
2118,  0-4,Total,United Kingdom,3337715.0
2118,  5-9,Total,United Kingdom,3470476.0
2118, 10-14,Total,United Kingdom,3547772.0
2118, 15-19,Total,United Kingdom,3643740.0
2118, 20-24,Total,United Kingdom,3918803.0
2118, 25-29,Total,United Kingdom,4143023.0
2118, 30-34,Total,United Kingdom,4272559.0
2118, 35-39,Total,United Kingdom,4351585.0
2118, 40-44,Total,United Kingdom,4374782.0
2118, 45-49,Total,United Kingdom,4355538.0
2118, 50-54,Total,United Kingdom,4322723.0
2118, 55-59,Total,United Kingdom,4317223.0
2118, 60-64,Total,United Kingdom,4364194.0
2118, 65-69,Total,United Kingdom,4436709.0
2118, 70-74,Total,United Kingdom,4415614.0
2118, 75-79,Total,United Kingdom,4172652.0
2118, 80-84,Total,United Kingdom,3726086.0
2118, 85-89,Total,United Kingdom,3158928.0
2118, 90-94,Total,United Kingdom,2363809.0
2118, 95-99,Total,United Kingdom,1299524.0
2118, 100 & over,Total,United Kingdom,429759.0
2118,All ages,Total,United Kingdom,76423214.0
2119,  0-4,Total,United Kingdom,3332826.0
2119,  5-9,Total,United Kingdom,3469294.0
2119, 10-14,Total,United Kingdom,3550977.0
2119, 15-19,Total,United Kingdom,3647988.0
2119, 20-24,Total,United Kingdom,3918721.0
2119, 25-29,Total,United Kingdom,4135477.0
2119, 30-34,Total,United Kingdom,4260648.0
2119, 35-39,Total,United Kingdom,4344078.0
2119, 40-44,Total,United Kingdom,4378179.0
2119, 45-49,Total,United Kingdom,4366922.0
2119, 50-54,Total,United Kingdom,4332243.0
2119, 55-59,Total,United Kingdom,4314294.0
2119, 60-64,Total,United Kingdom,4345662.0
2119, 65-69,Total,United Kingdom,4412957.0
2119, 70-74,Total,United Kingdom,4411398.0
2119, 75-79,Total,United Kingdom,4200588.0
2119, 80-84,Total,United Kingdom,3757749.0
2119, 85-89,Total,United Kingdom,3174902.0
2119, 90-94,Total,United Kingdom,2379000.0
2119, 95-99,Total,United Kingdom,1302350.0
2119, 100 & over,Total,United Kingdom,432799.0
2119,All ages,Total,United Kingdom,76469052.0
2120,  0-4,Total,United Kingdom,3327548.0
2120,  5-9,Total,United Kingdom,3467202.0
2120, 10-14,Total,United Kingdom,3553451.0
2120, 15-19,Total,United Kingdom,3652451.0
2120, 20-24,Total,United Kingdom,3919907.0
2120, 25-29,Total,United Kingdom,4129411.0
2120, 30-34,Total,United Kingdom,4249050.0
2120, 35-39,Total,United Kingdom,4334946.0
2120, 40-44,Total,United Kingdom,4379311.0
2120, 45-49,Total,United Kingdom,4377413.0
2120, 50-54,Total,United Kingdom,4343022.0
2120, 55-59,Total,United Kingdom,4314566.0
2120, 60-64,Total,United Kingdom,4330285.0
2120, 65-69,Total,United Kingdom,4388715.0
2120, 70-74,Total,United Kingdom,4401520.0
2120, 75-79,Total,United Kingdom,4223414.0
2120, 80-84,Total,United Kingdom,3792811.0
2120, 85-89,Total,United Kingdom,3193016.0
2120, 90-94,Total,United Kingdom,2393683.0
2120, 95-99,Total,United Kingdom,1311237.0
2120, 100 & over,Total,United Kingdom,434401.0
2120,All ages,Total,United Kingdom,76517360.0
